taxi_type,pickup_borough,pickup_zone,rows,observed_tip_rate,predicted_tip_probability,observed_avg_tip,expected_tip,q10_tip,q50_tip,q90_tip
yellow,Manhattan,TriBeCa/Civic Center,4838,0.9379909053327822,0.6118191,4.034547333608929,2.359757,2.0001278,4.456707,5.3654957
yellow,Queens,Maspeth,50,0.72,0.27362978,7.555599999999999,2.2921398,3.6002808,8.595299,11.001237
yellow,Queens,Long Island City/Hunters Point,195,0.7384615384615385,0.26144487,8.402410256410256,2.2748005,4.1124043,10.02591,12.875145
yellow,Queens,Breezy Point/Fort Tilden/Riis Beach,1,1.0,0.36788848,5.0,2.2638264,3.500466,7.0423765,8.842819
yellow,Queens,Woodside,68,0.6764705882352942,0.27167493,6.6191176470588236,2.2473903,3.4952126,8.828372,11.824713
yellow,Manhattan,West Chelsea/Hudson Yards,6449,0.9427818266397892,0.61832243,3.8411862304233217,2.2385626,1.9131454,4.212733,5.025399
yellow,Queens,Willets Point,3,0.3333333333333333,0.17497098,2.1766666666666667,2.228392,3.6913116,11.849544,16.782684
yellow,Manhattan,Midtown Center,18123,0.9545880924791701,0.60583425,4.011583071235447,2.2105165,2.0120652,4.2775245,5.09359
yellow,Manhattan,Midtown East,13604,0.9592031755366068,0.61359316,3.8636408409291385,2.2026973,1.9665982,4.154631,5.0046377
yellow,Brooklyn,DUMBO/Vinegar Hill,133,0.8646616541353384,0.4419803,4.591353383458647,2.2022262,2.3260016,5.3957715,6.858221
yellow,EWR,Newark Airport,10,0.8,0.20792517,14.11,2.2018461,5.696403,13.987439,18.249207
yellow,Manhattan,East Chelsea,9892,0.9423776789324707,0.59477717,3.98364638091387,2.1971972,2.0076194,4.2894335,5.2122984
yellow,Manhattan,Midtown South,7767,0.9385863267670915,0.62078416,3.73568816788979,2.1934335,1.8965312,4.1510806,4.921279
yellow,Manhattan,Meatpacking/West Village West,3318,0.9463532248342374,0.58762974,3.9571036769138037,2.1730156,1.9837172,4.3053136,5.231568
yellow,Queens,Steinway,77,0.7142857142857143,0.24651267,8.32012987012987,2.1542094,3.734895,8.951268,12.186529
yellow,Manhattan,Garment District,5129,0.9245466952622343,0.5971936,3.7817469292259704,2.147857,1.9748038,4.205332,5.0520215
